offer_id,customer_id,offer_type,accepted,date_offered
OFF000120,15683553,loan_preapproval,1,2023-07-17
OFF000121,15702298,savings_bonus,0,2023-03-13
OFF000122,15702298,savings_bonus,0,2024-06-05
OFF000123,15702298,insurance_bundle,0,2024-07-03
OFF000124,15569590,credit_card_upgrade,1,2023-09-25
OFF000125,15569590,loan_preapproval,0,2023-09-29
OFF000126,15647091,insurance_bundle,0,2023-11-18
OFF000127,15647091,insurance_bundle,0,2024-06-07
OFF000128,15647091,credit_card_upgrade,0,2024-08-13
OFF000129,15647091,loan_preapproval,0,2024-12-26
OFF000130,15623944,credit_card_upgrade,0,2024-07-05
OFF000131,15623944,loan_preapproval,0,2023-03-13
OFF000132,15623944,savings_bonus,0,2024-11-10
OFF000133,15651280,savings_bonus,0,2024-11-13
OFF000134,15651280,insurance_bundle,0,2024-12-14
OFF000135,15651280,savings_bonus,0,2023-07-16
OFF000136,15651280,insurance_bundle,0,2024-01-24
OFF000137,15651280,loan_preapproval,0,2023-11-05
OFF000138,15773469,fee_waiver,0,2023-11-08
OFF000139,15773469,savings_bonus,0,2024-08-16
OFF000140,15773469,fee_waiver,0,2024-04-21
OFF000141,15702014,insurance_bundle,0,2024-06-07
OFF000142,15702014,insurance_bundle,0,2023-06-23
OFF000143,15702014,credit_card_upgrade,0,2024-11-10
OFF000144,15751208,fee_waiver,0,2023-08-29
OFF000145,15751208,savings_bonus,0,2023-07-23
OFF000146,15751208,loan_preapproval,1,2023-09-08
OFF000147,15751208,insurance_bundle,0,2023-03-16
OFF000148,15751208,insurance_bundle,0,2024-10-06
OFF000149,15592461,loan_preapproval,0,2024-01-29
OFF000150,15592461,insurance_bundle,0,2023-06-01
OFF000151,15592461,credit_card_upgrade,0,2023-04-20
OFF000152,15592461,insurance_bundle,0,2024-12-13
OFF000153,15789484,insurance_bundle,1,2023-09-13
OFF000154,15789484,credit_card_upgrade,0,2024-04-20
OFF000155,15789484,fee_waiver,0,2024-09-01
OFF000156,15789484,savings_bonus,0,2024-03-29
OFF000157,15696061,fee_waiver,0,2024-07-15
OFF000158,15696061,insurance_bundle,0,2024-05-01
OFF000159,15696061,insurance_bundle,0,2023-09-11
OFF000160,15696061,savings_bonus,0,2024-06-17
OFF000161,15641582,loan_preapproval,0,2023-03-21
OFF000162,15641582,savings_bonus,0,2023-12-10
OFF000163,15641582,savings_bonus,0,2023-03-24
OFF000164,15638424,loan_preapproval,0,2024-12-11
OFF000165,15755648,loan_preapproval,1,2024-02-22
OFF000166,15703793,fee_waiver,0,2023-03-05
OFF000167,15703793,loan_preapproval,0,2024-02-03
OFF000168,15620344,credit_card_upgrade,0,2024-08-12
OFF000169,15620344,insurance_bundle,0,2023-12-27
OFF000170,15620344,savings_bonus,0,2024-03-05
OFF000171,15620344,fee_waiver,0,2024-07-13
OFF000172,15812518,loan_preapproval,0,2023-10-07
OFF000173,15812518,insurance_bundle,0,2024-02-03
OFF000174,15812518,savings_bonus,0,2024-02-19
OFF000175,15812518,loan_preapproval,0,2023-05-11
OFF000176,15779052,fee_waiver,1,2024-02-08
OFF000177,15779052,fee_waiver,0,2023-01-28
OFF000178,15779052,credit_card_upgrade,0,2023-05-19
OFF000179,15779052,insurance_bundle,0,2023-09-24
OFF000180,15770811,savings_bonus,0,2023-12-01
OFF000181,15770811,savings_bonus,0,2024-01-24
OFF000182,15770811,savings_bonus,0,2024-03-07
OFF000183,15780961,credit_card_upgrade,0,2024-07-06
OFF000184,15780961,credit_card_upgrade,0,2023-12-25
OFF000185,15614049,credit_card_upgrade,0,2024-10-29
OFF000186,15803136,loan_preapproval,0,2024-09-28
OFF000187,15706021,loan_preapproval,0,2024-11-16
OFF000188,15641732,loan_preapproval,0,2023-09-20
OFF000189,15641732,savings_bonus,0,2024-09-13
OFF000190,15641732,credit_card_upgrade,0,2023-06-17
OFF000191,15641732,savings_bonus,1,2023-01-27
OFF000192,15701164,fee_waiver,0,2024-01-20
OFF000193,15701164,insurance_bundle,0,2023-07-23
OFF000194,15805254,loan_preapproval,1,2023-11-05
OFF000195,15805254,fee_waiver,0,2024-08-02
OFF000196,15805254,credit_card_upgrade,0,2024-03-14
OFF000197,15805254,savings_bonus,1,2024-10-25
OFF000198,15762418,credit_card_upgrade,0,2024-05-16
OFF000199,15762418,credit_card_upgrade,0,2024-01-06
OFF000200,15625759,insurance_bundle,0,2024-03-21
OFF000201,15625759,loan_preapproval,0,2024-10-28
OFF000202,15625759,savings_bonus,0,2024-07-05
OFF000203,15625759,insurance_bundle,0,2024-08-29
OFF000204,15625759,savings_bonus,0,2023-09-09
OFF000205,15767954,insurance_bundle,0,2024-04-20
OFF000206,15767954,fee_waiver,0,2024-01-24
OFF000207,15757535,credit_card_upgrade,0,2023-11-29
OFF000208,15757535,loan_preapproval,0,2023-12-30
OFF000209,15731511,savings_bonus,0,2024-09-02
OFF000210,15731511,savings_bonus,0,2024-06-13
OFF000211,15809248,credit_card_upgrade,0,2024-02-21
OFF000212,15640635,fee_waiver,0,2024-12-08
OFF000213,15640635,insurance_bundle,0,2024-05-17
OFF000214,15640635,insurance_bundle,0,2023-04-06
OFF000215,15676966,loan_preapproval,0,2023-09-07
OFF000216,15676966,savings_bonus,0,2024-01-13
OFF000217,15699461,fee_waiver,0,2024-03-11
OFF000218,15699461,fee_waiver,0,2024-12-20
OFF000219,15699461,insurance_bundle,0,2023-09-15
OFF000220,15738721,credit_card_upgrade,0,2023-11-20
OFF000221,15604348,fee_waiver,0,2024-12-07
OFF000222,15604348,loan_preapproval,0,2024-05-10
OFF000223,15604348,savings_bonus,0,2024-06-21
OFF000224,15604348,fee_waiver,0,2023-04-13
OFF000225,15604348,loan_preapproval,0,2024-01-05
OFF000226,15633059,savings_bonus,1,2024-06-30
OFF000227,15808582,savings_bonus,1,2023-02-25
OFF000228,15743192,savings_bonus,0,2023-05-10
OFF000229,15743192,insurance_bundle,1,2023-01-13
OFF000230,15743192,fee_waiver,0,2024-05-05
OFF000231,15743192,insurance_bundle,0,2023-02-22
OFF000232,15580146,insurance_bundle,1,2023-03-08
OFF000233,15580146,insurance_bundle,0,2024-08-13
OFF000234,15776605,credit_card_upgrade,0,2024-07-30
OFF000235,15776605,savings_bonus,1,2023-09-12
OFF000236,15776605,credit_card_upgrade,0,2024-03-02
OFF000237,15776605,fee_waiver,0,2024-09-25
OFF000238,15776605,loan_preapproval,0,2024-01-25
OFF000239,15804919,insurance_bundle,0,2024-08-25
OFF000240,15804919,insurance_bundle,0,2024-09-27
OFF000241,15804919,credit_card_upgrade,0,2023-04-12
OFF000242,15613854,loan_preapproval,0,2023-03-25
OFF000243,15599195,loan_preapproval,0,2023-03-18
OFF000244,15812878,credit_card_upgrade,0,2024-12-06
OFF000245,15602312,insurance_bundle,0,2023-08-26
OFF000246,15602312,savings_bonus,0,2024-12-20
OFF000247,15602312,insurance_bundle,1,2023-08-28
OFF000248,15602312,savings_bonus,0,2024-10-02
OFF000249,15744689,loan_preapproval,0,2024-07-11
OFF000250,15744689,loan_preapproval,0,2023-09-30
OFF000251,15744689,loan_preapproval,1,2023-06-19
OFF000252,15744689,savings_bonus,0,2024-08-05
OFF000253,15803526,insurance_bundle,0,2024-12-06
OFF000254,15803526,savings_bonus,0,2023-10-06
OFF000255,15665790,fee_waiver,0,2023-03-24
OFF000256,15665790,fee_waiver,1,2024-03-18
OFF000257,15665790,savings_bonus,0,2023-01-27
OFF000258,15665790,credit_card_upgrade,0,2024-11-21
OFF000259,15715951,fee_waiver,0,2024-11-19
OFF000260,15715951,savings_bonus,0,2023-06-29
OFF000261,15715951,insurance_bundle,0,2024-03-28
OFF000262,15715951,savings_bonus,0,2024-08-22
OFF000263,15591100,insurance_bundle,0,2024-04-26
OFF000264,15591100,savings_bonus,0,2023-11-25
OFF000265,15591100,credit_card_upgrade,0,2023-12-04
OFF000266,15609618,insurance_bundle,0,2024-02-15
OFF000267,15609618,fee_waiver,1,2023-04-01
OFF000268,15609618,savings_bonus,0,2023-04-29
OFF000269,15675522,fee_waiver,0,2023-01-02
OFF000270,15675522,fee_waiver,0,2023-02-25
OFF000271,15675522,loan_preapproval,0,2024-09-29
OFF000272,15705512,insurance_bundle,0,2023-07-28
OFF000273,15705512,savings_bonus,0,2023-10-22
OFF000274,15705512,insurance_bundle,0,2024-05-11
OFF000275,15600781,fee_waiver,0,2024-12-27
OFF000276,15600781,loan_preapproval,0,2023-01-15
OFF000277,15600781,fee_waiver,0,2023-08-19
OFF000278,15600781,credit_card_upgrade,0,2023-05-01
OFF000279,15600781,loan_preapproval,0,2023-10-26
OFF000280,15682472,savings_bonus,0,2024-05-09
OFF000281,15682472,insurance_bundle,0,2024-07-18
OFF000282,15682472,loan_preapproval,0,2024-09-05
OFF000283,15682472,fee_waiver,0,2023-05-20
OFF000284,15690673,insurance_bundle,0,2024-06-03
OFF000285,15690673,savings_bonus,0,2023-10-17
OFF000286,15760085,savings_bonus,0,2024-08-16
OFF000287,15760085,insurance_bundle,0,2024-04-02
OFF000288,15760085,fee_waiver,0,2023-12-07
OFF000289,15760085,fee_waiver,0,2024-01-22
OFF000290,15760085,insurance_bundle,0,2023-07-13
OFF000291,15779659,loan_preapproval,0,2023-08-28
OFF000292,15779659,insurance_bundle,1,2024-04-29
OFF000293,15779659,insurance_bundle,0,2024-11-10
OFF000294,15779659,loan_preapproval,0,2023-02-07
OFF000295,15779659,loan_preapproval,0,2024-08-27
OFF000296,15627360,credit_card_upgrade,0,2024-03-26
OFF000297,15627360,credit_card_upgrade,0,2024-04-12
OFF000298,15782688,loan_preapproval,0,2024-11-01
OFF000299,15782688,loan_preapproval,1,2023-09-29
OFF000300,15782688,savings_bonus,0,2024-02-12
OFF000301,15782688,credit_card_upgrade,0,2024-11-21
OFF000302,15782688,fee_waiver,0,2023-11-21
OFF000303,15575492,insurance_bundle,0,2023-02-06
OFF000304,15575492,fee_waiver,1,2024-10-08
OFF000305,15575492,savings_bonus,0,2023-04-03
OFF000306,15575492,insurance_bundle,0,2024-10-10
OFF000307,15575492,credit_card_upgrade,0,2024-12-11
OFF000308,15591607,credit_card_upgrade,1,2023-02-27
OFF000309,15591607,savings_bonus,0,2024-03-17
OFF000310,15740404,loan_preapproval,0,2024-08-02
OFF000311,15718369,loan_preapproval,0,2023-03-22
OFF000312,15718369,fee_waiver,0,2024-09-26
OFF000313,15718369,loan_preapproval,0,2024-08-20
OFF000314,15718369,loan_preapproval,0,2024-10-15
OFF000315,15718369,savings_bonus,0,2024-11-13
OFF000316,15642004,savings_bonus,0,2023-06-11
OFF000317,15642004,credit_card_upgrade,0,2023-12-20
OFF000318,15642004,fee_waiver,0,2024-03-10
OFF000319,15712543,savings_bonus,0,2023-11-06
OFF000320,15712543,loan_preapproval,0,2024-05-09
OFF000321,15712543,credit_card_upgrade,0,2024-08-08
OFF000322,15712543,savings_bonus,0,2024-12-17
OFF000323,15712543,savings_bonus,1,2024-11-05
OFF000324,15584518,savings_bonus,1,2024-12-03
OFF000325,15584518,credit_card_upgrade,0,2024-05-23
OFF000326,15584518,savings_bonus,0,2023-08-24
OFF000327,15802381,savings_bonus,0,2023-07-14
OFF000328,15802381,fee_waiver,0,2024-11-06
OFF000329,15802381,loan_preapproval,0,2024-10-04
OFF000330,15802381,credit_card_upgrade,0,2024-03-27
OFF000331,15594408,savings_bonus,0,2023-04-03
OFF000332,15594408,savings_bonus,0,2024-03-01
OFF000333,15594408,loan_preapproval,0,2024-07-06
OFF000334,15594408,savings_bonus,0,2023-10-07
OFF000335,15640905,savings_bonus,0,2024-05-08
OFF000336,15698932,savings_bonus,0,2024-04-24
OFF000337,15698932,credit_card_upgrade,0,2023-08-20
OFF000338,15724944,insurance_bundle,0,2024-07-24
OFF000339,15724944,savings_bonus,1,2024-02-09
OFF000340,15724944,credit_card_upgrade,0,2023-05-07
OFF000341,15724944,insurance_bundle,0,2024-11-19
OFF000342,15724944,savings_bonus,0,2024-10-15
OFF000343,15628145,credit_card_upgrade,0,2024-04-27
OFF000344,15628145,credit_card_upgrade,0,2024-07-28
OFF000345,15713483,fee_waiver,0,2023-03-06
OFF000346,15713483,insurance_bundle,0,2023-11-06
OFF000347,15612350,insurance_bundle,1,2023-02-16
OFF000348,15612350,credit_card_upgrade,0,2024-05-19
OFF000349,15612350,credit_card_upgrade,1,2024-07-04
OFF000350,15612350,loan_preapproval,0,2024-01-15
OFF000351,15612350,fee_waiver,0,2023-06-08
OFF000352,15800703,credit_card_upgrade,0,2024-09-22
OFF000353,15800703,insurance_bundle,0,2023-10-14
OFF000354,15800703,credit_card_upgrade,0,2023-08-11
OFF000355,15705707,insurance_bundle,0,2024-01-07
OFF000356,15705707,credit_card_upgrade,0,2024-01-12
OFF000357,15705707,fee_waiver,0,2024-10-22
OFF000358,15754105,credit_card_upgrade,0,2023-07-14
OFF000359,15754105,credit_card_upgrade,0,2024-04-10
OFF000360,15794413,loan_preapproval,0,2024-09-03
OFF000361,15794413,credit_card_upgrade,1,2023-12-08
OFF000362,15794413,loan_preapproval,0,2024-08-01
OFF000363,15794413,loan_preapproval,1,2024-07-21
OFF000364,15794413,loan_preapproval,0,2023-08-27
OFF000365,15650237,loan_preapproval,0,2024-09-02
OFF000366,15650237,credit_card_upgrade,0,2023-05-29
OFF000367,15759618,fee_waiver,0,2023-06-28
OFF000368,15689044,credit_card_upgrade,0,2024-01-02
OFF000369,15689044,loan_preapproval,0,2023-01-17
OFF000370,15689044,loan_preapproval,0,2023-05-10
OFF000371,15689044,insurance_bundle,0,2023-03-07
OFF000372,15689044,insurance_bundle,0,2024-01-06
OFF000373,15709368,fee_waiver,1,2024-05-30
OFF000374,15709368,loan_preapproval,0,2023-02-14
OFF000375,15709368,fee_waiver,0,2024-10-20
OFF000376,15709368,credit_card_upgrade,1,2024-05-05
OFF000377,15679145,insurance_bundle,0,2024-05-17
OFF000378,15679145,insurance_bundle,1,2023-03-24
OFF000379,15679145,savings_bonus,0,2023-03-09
OFF000380,15655007,savings_bonus,0,2024-08-22
OFF000381,15623595,savings_bonus,0,2024-09-03
OFF000382,15623595,fee_waiver,0,2024-06-01
OFF000383,15623595,fee_waiver,0,2024-12-19
OFF000384,15623595,credit_card_upgrade,0,2024-10-28
OFF000385,15589975,loan_preapproval,0,2023-08-22
OFF000386,15589975,insurance_bundle,0,2024-04-09
OFF000387,15589975,insurance_bundle,0,2023-04-08
OFF000388,15589975,savings_bonus,0,2024-11-12
OFF000389,15804017,savings_bonus,0,2024-12-04
OFF000390,15804017,insurance_bundle,1,2023-03-29
OFF000391,15641122,credit_card_upgrade,0,2024-01-17
OFF000392,15641122,loan_preapproval,0,2024-08-23
OFF000393,15641122,fee_waiver,0,2024-11-17
OFF000394,15680772,savings_bonus,0,2024-03-09
OFF000395,15680772,credit_card_upgrade,0,2024-09-06
OFF000396,15680772,savings_bonus,0,2024-08-14
OFF000397,15658929,loan_preapproval,0,2024-05-08
OFF000398,15658929,loan_preapproval,0,2023-12-25
OFF000399,15658929,fee_waiver,0,2023-10-13
OFF000400,15658929,fee_waiver,0,2024-03-15
OFF000401,15585388,fee_waiver,0,2024-10-20
OFF000402,15585388,fee_waiver,1,2024-11-04
OFF000403,15585388,savings_bonus,1,2023-10-07
OFF000404,15585388,savings_bonus,0,2023-12-26
OFF000405,15588537,loan_preapproval,0,2024-02-15
OFF000406,15611325,credit_card_upgrade,1,2024-06-27
OFF000407,15587562,insurance_bundle,0,2023-12-16
OFF000408,15613172,savings_bonus,0,2023-11-29
OFF000409,15651022,fee_waiver,1,2023-02-23
OFF000410,15651022,loan_preapproval,0,2024-09-24
OFF000411,15651022,credit_card_upgrade,0,2023-10-06
OFF000412,15651022,insurance_bundle,0,2024-05-12
OFF000413,15586310,insurance_bundle,0,2023-08-09
OFF000414,15586310,fee_waiver,1,2024-03-16
OFF000415,15586310,credit_card_upgrade,0,2024-11-25
OFF000416,15586310,fee_waiver,0,2024-11-14
OFF000417,15625524,credit_card_upgrade,0,2024-09-05
OFF000418,15625524,credit_card_upgrade,1,2023-11-05
OFF000419,15755209,loan_preapproval,0,2023-10-24
OFF000420,15645248,credit_card_upgrade,1,2024-03-16
OFF000421,15645248,loan_preapproval,0,2024-06-29
OFF000422,15790355,loan_preapproval,0,2024-11-15
OFF000423,15790355,savings_bonus,1,2023-02-13
OFF000424,15790355,insurance_bundle,1,2023-03-21
OFF000425,15790355,savings_bonus,0,2024-08-10
OFF000426,15790355,insurance_bundle,0,2024-03-03
OFF000427,15762615,credit_card_upgrade,0,2023-11-29
OFF000428,15762615,loan_preapproval,0,2024-09-24
OFF000429,15625426,savings_bonus,1,2023-04-19
OFF000430,15625426,loan_preapproval,0,2024-02-15
OFF000431,15625426,fee_waiver,1,2023-11-14
OFF000432,15716334,savings_bonus,0,2023-06-22
OFF000433,15716334,credit_card_upgrade,0,2023-04-27
OFF000434,15716334,fee_waiver,0,2023-12-24
OFF000435,15716334,savings_bonus,0,2024-10-22
OFF000436,15716334,loan_preapproval,0,2023-05-30
OFF000437,15789669,loan_preapproval,0,2023-06-06
OFF000438,15789669,credit_card_upgrade,0,2024-10-05
OFF000439,15621075,insurance_bundle,0,2024-08-16
OFF000440,15621075,insurance_bundle,0,2024-08-01
OFF000441,15621075,fee_waiver,0,2024-10-04
OFF000442,15810845,loan_preapproval,0,2024-04-25
OFF000443,15810845,insurance_bundle,0,2023-10-09
OFF000444,15719377,credit_card_upgrade,0,2023-03-17
OFF000445,15719377,savings_bonus,0,2023-02-08
OFF000446,15719377,credit_card_upgrade,0,2023-10-21
OFF000447,15719377,credit_card_upgrade,0,2023-04-03
OFF000448,15654506,fee_waiver,0,2024-04-18
OFF000449,15654506,fee_waiver,0,2023-02-12
OFF000450,15654506,insurance_bundle,0,2024-08-08
OFF000451,15654506,loan_preapproval,0,2024-05-02
OFF000452,15771977,loan_preapproval,0,2024-04-06
OFF000453,15771977,credit_card_upgrade,0,2023-12-18
OFF000454,15771977,credit_card_upgrade,0,2023-06-26
OFF000455,15771977,credit_card_upgrade,0,2024-03-24
OFF000456,15708710,fee_waiver,0,2023-06-12
OFF000457,15708710,savings_bonus,0,2023-10-17
OFF000458,15708710,insurance_bundle,0,2023-12-13
OFF000459,15726676,fee_waiver,1,2024-10-08
OFF000460,15726676,savings_bonus,1,2023-04-07
OFF000461,15726676,fee_waiver,0,2023-10-18
OFF000462,15726676,savings_bonus,0,2024-11-03
OFF000463,15726676,fee_waiver,0,2023-12-08
OFF000464,15726931,loan_preapproval,0,2023-11-14
OFF000465,15726931,insurance_bundle,0,2024-12-26
OFF000466,15726931,credit_card_upgrade,0,2024-01-21
OFF000467,15726931,savings_bonus,0,2024-11-17
OFF000468,15771086,fee_waiver,1,2024-11-17
OFF000469,15771086,insurance_bundle,0,2023-01-19
OFF000470,15771086,savings_bonus,0,2023-08-08
OFF000471,15771086,savings_bonus,0,2024-05-12
OFF000472,15771086,loan_preapproval,0,2023-05-21
OFF000473,15756850,credit_card_upgrade,0,2023-04-14
OFF000474,15702741,fee_waiver,0,2024-06-23
OFF000475,15702741,credit_card_upgrade,0,2024-09-24
OFF000476,15702741,loan_preapproval,0,2023-06-07
OFF000477,15702741,loan_preapproval,0,2024-12-10
OFF000478,15679200,loan_preapproval,0,2023-02-14
OFF000479,15679200,insurance_bundle,0,2023-09-01
OFF000480,15679200,insurance_bundle,0,2024-04-04
OFF000481,15679200,loan_preapproval,0,2023-11-13
OFF000482,15594815,loan_preapproval,0,2024-08-07
OFF000483,15594815,insurance_bundle,0,2023-10-16
OFF000484,15594815,insurance_bundle,0,2024-03-04
OFF000485,15635905,loan_preapproval,0,2023-05-22
OFF000486,15777892,credit_card_upgrade,0,2024-01-16
OFF000487,15777892,fee_waiver,0,2024-12-29
OFF000488,15656176,credit_card_upgrade,0,2023-06-14
OFF000489,15656176,savings_bonus,0,2024-06-09
OFF000490,15656176,loan_preapproval,0,2023-04-04
OFF000491,15656176,loan_preapproval,0,2023-12-24
OFF000492,15604482,credit_card_upgrade,0,2024-01-18
OFF000493,15604482,loan_preapproval,0,2023-03-25
OFF000494,15604482,savings_bonus,0,2023-11-23
OFF000495,15600974,savings_bonus,0,2023-05-21
OFF000496,15600974,credit_card_upgrade,0,2024-04-28
OFF000497,15600974,loan_preapproval,0,2024-04-25
OFF000498,15600974,insurance_bundle,0,2023-03-23
OFF000499,15600974,credit_card_upgrade,0,2023-06-03
OFF000500,15727868,fee_waiver,0,2023-04-24
OFF000501,15727868,savings_bonus,0,2023-05-05
OFF000502,15727868,credit_card_upgrade,0,2024-10-16
OFF000503,15727868,fee_waiver,0,2023-04-24
OFF000504,15627801,fee_waiver,0,2024-10-09
OFF000505,15627801,fee_waiver,0,2023-05-28
OFF000506,15627801,savings_bonus,0,2024-09-21
OFF000507,15773039,loan_preapproval,0,2023-07-11
OFF000508,15773039,credit_card_upgrade,0,2024-01-05
OFF000509,15679531,fee_waiver,0,2024-06-03
OFF000510,15679531,fee_waiver,1,2024-04-26
OFF000511,15679531,credit_card_upgrade,0,2024-01-18
OFF000512,15679531,savings_bonus,0,2024-01-01
OFF000513,15612087,loan_preapproval,0,2024-10-05
OFF000514,15612087,credit_card_upgrade,0,2023-12-07
OFF000515,15752047,credit_card_upgrade,0,2023-12-13
OFF000516,15624592,loan_preapproval,0,2024-12-02
